title,series,author,rating,language,genres,pages,publisher,publish year,numRatings,likedPercent,price
The Red Tent,,Anita Diamant (Goodreads Author),4.18,English,"['Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Book Club', 'Feminism', 'Adult', 'Adult Fiction', 'Womens', 'Novels']",324,St. Martin's Press,1997,520252,94,5.26
The Secret Life of Bees,,Sue Monk Kidd (Goodreads Author),4.06,English,"['Fiction', 'Historical Fiction', 'Young Adult', 'Classics', 'Adult Fiction', 'Historical', 'Contemporary', 'Adult', 'Coming Of Age', 'Chick Lit']",302,Penguin Books,2003,1116565,94,3.5
Harry Potter and the Goblet of Fire,Harry Potter #4,"J.K. Rowling, Mary GrandPré (Illustrator)",4.56,English,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']",734,Scholastic,2002,2594622,99,
Clockwork Angel,The Infernal Devices #1,"Cassandra Clare (Goodreads Author), Rita Sussekind (Translator)",4.32,English,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Steampunk', 'Historical Fiction', 'Fiction', 'Urban Fantasy', 'Vampires', 'Angels']",481,"Simon & Schuster, Margaret K. McElderry",2010,666121,95,4.62
Harry Potter and the Half-Blood Prince,Harry Potter #6,J.K. Rowling,4.57,English,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']",652,Scholastic Inc.,2006,2437658,98,
And Then There Were None,,Agatha Christie,4.26,English,"['Mystery', 'Classics', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Adult', 'Suspense', 'Novels']",264,St. Martin's Press,2004,822061,96,4.82
Middlesex,,Jeffrey Eugenides,4.01,English,"['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Novels', 'Classics', 'Literature', 'Queer', 'Adult']",529,Picador USA,2003,581175,91,3.11
The Stranger,,"Albert Camus, Matthew Ward (Translator)",3.98,English,"['Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'Novels', 'French Literature', 'School', '20th Century', 'Literary Fiction']",123,Vintage International,1989,706396,92,
The Master and Margarita,,"Mikhail Bulgakov, Katherine Tiernan O'Connor (Translator), Ellendea Proffer (Annotations and Afterword), Diana Lewis Burgin (Translator)",4.29,English,"['Classics', 'Fiction', 'Russia', 'Fantasy', 'Russian Literature', 'Magical Realism', 'Literature', 'Novels', 'Historical Fiction', '20th Century']",335,Vintage International,1996,242684,94,13.56
The Name of the Wind,The Kingkiller Chronicle #1,Patrick Rothfuss (Goodreads Author),4.53,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Audiobook', 'Epic']",662,Penguin Group DAW,2007,715936,96,9.36
The Shining,The Shining #1,Stephen King (Goodreads Author),4.23,English,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Mystery', 'Paranormal', 'Suspense', 'Novels', 'Adult']",659,New English Library (Hodder & Stoughton),1980,1126760,95,7.59
The Adventures of Tom Sawyer,Adventures of Tom and Huck #1,"Mark Twain, Guy Cardwell (Annotations), John Seelye (Introduction)",3.91,English,"['Classics', 'Fiction', 'Adventure', 'Young Adult', 'Historical Fiction', 'Literature', 'Childrens', 'School', 'Novels', 'American']",244,Penguin Classics,2006,758171,92,3.36
Eragon,The Inheritance Cycle #1,Christopher Paolini (Goodreads Author),3.9,English,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult Fantasy', 'Childrens']",503,Alfred A. Knopf,2005,1437124,88,2.86
Charlie and the Chocolate Factory,Charlie Bucket #1,"Roald Dahl, Quentin Blake (Illustrations)",4.14,English,"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Humor', 'Adventure', 'Juvenile', 'Novels']",176,Puffin Books,2005,664710,95,1.13
On the Road,Duluoz Legend,Jack Kerouac,3.62,English,"['Classics', 'Fiction', 'Travel', 'Literature', 'Novels', 'American', 'Adventure', '20th Century', 'Unfinished', 'Modern Classics']",307,Penguin Books,1976,348767,83,1.91
The Metamorphosis,,"Franz Kafka, Stanley Corngold (Translator), Mircea Ivănescu (Translator)",3.82,English,"['Classics', 'Fiction', 'Fantasy', 'Literature', 'Short Stories', 'Philosophy', 'School', 'German Literature', 'Horror', 'Novels']",201,Bantam Classics,1972,643254,89,
Looking for Alaska,,John Green (Goodreads Author),4.02,English,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen', 'Mystery', 'Young Adult Contemporary', 'High School']",221,Speak,2006,1113222,91,
The Shadow of the Wind,El cementerio de los libros olvidados #1,"Carlos Ruiz Zafón, Lucia Graves (Translator)",4.27,English,"['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Books About Books', 'Historical', 'Spain', 'Spanish Literature', 'Gothic', 'Magical Realism']",487,Penguin Books,2005,462182,95,
The Curious Incident of the Dog in the Night-Time,,Mark Haddon,3.88,English,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Novels', 'Classics', 'Psychology', 'Literature', 'Realistic Fiction', 'Adult Fiction']",226,Vintage,2004,1191621,92,2.94
The Very Hungry Caterpillar,,Eric Carle,4.3,English,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",26,Puffin Books,1994,396110,94,2.42
Tuesdays with Morrie,,Mitch Albom (Goodreads Author),4.11,English,"['Nonfiction', 'Memoir', 'Biography', 'Inspirational', 'Classics', 'Philosophy', 'Self Help', 'Contemporary', 'Adult', 'Biography Memoir']",210,Warner,2000,782188,93,3.27
The Unbearable Lightness of Being,,"Milan Kundera, Michael Henry Heim (Translator)",4.1,English,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Contemporary', 'Literary Fiction', '20th Century']",320,Harper Perennial,2009,341660,93,11.62
The Name of the Rose,,"Umberto Eco, William Weaver (Translator)",4.12,English,"['Fiction', 'Historical Fiction', 'Mystery', 'Classics', 'Historical', 'Literature', 'Crime', 'Italian Literature', 'Italy', 'Novels']",536,Harvest Books,1994,301153,93,4.07
Where the Red Fern Grows,,Wilson Rawls,4.08,English,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Historical Fiction', 'Middle Grade', 'School', 'Realistic Fiction', 'Read For School']",272,Yearling,2000,342208,93,5.4
Harry Potter and the Chamber of Secrets,Harry Potter #2,"J.K. Rowling, Mary GrandPré (Illustrator)",4.43,English,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Middle Grade', 'Adventure', 'Audiobook', 'Classics', 'Science Fiction Fantasy']",341,Arthur A. Levine Books / Scholastic Inc.,1999,2725847,98,4.17
The Godfather,The Godfather #1,"Mario Puzo, Robert Thompson (Introduction), Peter Bart (Afterword)",4.36,English,"['Fiction', 'Classics', 'Crime', 'Thriller', 'Historical Fiction', 'Mystery', 'Drama', 'Novels', 'Literature', 'American']",448,NAL,2002,334837,96,
The Scarlet Letter,,"Nathaniel Hawthorne, Thomas E. Connolly (Annotations), Nina Baym (Introduction)",3.41,English,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'High School', 'Read For School', 'Historical', 'Classic Literature', 'American']",279,Penguin Books,2003,706272,80,1.91
In Cold Blood,,Truman Capote,4.07,English,"['Nonfiction', 'Classics', 'True Crime', 'Crime', 'Mystery', 'History', 'Literature', 'Thriller', 'American', 'Biography']",343,Vintage,1994,529229,93,6.58
Fight Club,,Chuck Palahniuk (Goodreads Author),4.19,English,"['Fiction', 'Contemporary', 'Classics', 'Thriller', 'Novels', 'Mystery', 'Adult', 'Literature', 'American', 'Adult Fiction']",218,W. W. Norton Company,2018,498931,95,10.16
The Five People You Meet in Heaven,The Five People You Meet in Heaven #1,Mitch Albom (Goodreads Author),3.94,English,"['Fiction', 'Inspirational', 'Contemporary', 'Fantasy', 'Adult', 'Spirituality', 'Classics', 'Adult Fiction', 'Philosophy', 'Novels']",196,Hyperion,2003,578095,91,3.57
"Hush, Hush","Hush, Hush #1",Becca Fitzpatrick (Goodreads Author),3.97,English,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Angels', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Young Adult Fantasy']",391,Simon & Schuster BFYR,2009,573419,88,2.55
The Cat in the Hat,The Cat in the Hat #1,Dr. Seuss,4.17,English,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Animals', 'Kids', 'Cats']",61,Random House Books for Young Readers,1985,427837,93,0.85
American Gods,American Gods #1,Neil Gaiman (Goodreads Author),4.11,English,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Mythology', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy', 'Adult', 'Contemporary', 'Novels']",635,William Morrow,2011,758439,93,
The Count of Monte Cristo,,"Alexandre Dumas, Robin Buss (Translator)",4.25,English,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'France', 'Historical', 'Classic Literature', 'Novels', 'Romance']",1276,Penguin Classics,2003,746424,95,6.13
Lonesome Dove,Lonesome Dove #1,Larry McMurtry,4.48,English,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels', 'Literature', 'Audiobook', 'American']",960,Pocket Books,1999,149079,97,4.55
Perfume: The Story of a Murderer,,"Patrick Süskind, John E. Woods (Translator)",4.02,English,"['Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Mystery', 'Thriller', 'Crime', 'Historical', 'German Literature', 'Novels']",263,Penguin Books,1987,328171,92,2.6
Holes,Holes #1,Louis Sachar (Goodreads Author),3.97,English,"['Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Classics', 'Mystery', 'Adventure', 'School', 'Contemporary']",233,Scholastic,2000,969512,93,3.1
"The Lion, the Witch and the Wardrobe",The Chronicles of Narnia (Publication Order) #1,C.S. Lewis,4.22,English,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Middle Grade', 'Christian', 'Magic', 'Christian Fiction']",206,HarperCollins Publishers,2005,2127972,95,
Watchmen,Watchmen #1-12,"Alan Moore (Goodreads Author), Dave Gibbons (Illustrator/Letterer), John Higgins (Colorist)",4.36,English,"['Graphic Novels', 'Comics', 'Fiction', 'Science Fiction', 'Fantasy', 'Graphic Novels Comics', 'Comic Book', 'Classics', 'Superheroes', 'Dystopia']",416,DC Comics,2005,487212,96,4.85
It,,Stephen King (Goodreads Author),4.24,English,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Mystery', 'Adult', 'Paranormal', 'Classics', 'Novels']",1116,New English Library,1987,802411,94,5.71
The Last Olympian,Percy Jackson and the Olympians #5,Rick Riordan (Goodreads Author),4.51,English,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Magic']",381,Disney ● Hyperion Books,2009,668059,98,7.44
The Little House Collection,Little House #1-9,"Laura Ingalls Wilder, Garth Williams (Illustrator)",4.34,English,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Juvenile', 'Literature', 'Kids']",2700,Avon Books,2003,141514,96,
The Divine Comedy,La Divina Commedia #1-3,"Dante Alighieri, Allen Mandelbaum (Translator), Eugenio Montale (Introduction)",4.05,English,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Philosophy', 'Fantasy', 'Italian Literature', 'Italy', 'Classic Literature']",798,Everyman's Library,1995,119745,93,13.66
Peter Pan,,"J.M. Barrie, Michael Hague (Illustrator)",4.05,English,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Audiobook', 'Middle Grade', 'Fairy Tales', 'Literature']",176,Henry Holt and Co.,2003,276928,93,5.26
All Quiet on the Western Front,All Quiet on the Western Front/The Road Back #1,"Erich Maria Remarque, Arthur Wesley Wheen (Translator)",3.98,English,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Historical', 'Literature', 'School', 'German Literature', 'World War I', 'Novels']",296,Ballantine Books,1987,355188,91,2.32
"The Hobbit, or There and Back Again",The Hobbit,J.R.R. Tolkien,4.27,English,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Childrens', 'Epic Fantasy', 'Novels']",366,Houghton Mifflin,2002,2896265,95,4.68
The Compleat Works of Wllm Shkspr (abridged),,"Reduced Shakespeare Company, Adam Long (Contributor), Daniel Singer (Contributor), Jess Winfield (Editor)",4.44,English,"['Plays', 'Classics', 'Humor', 'Fiction', 'Drama', 'Theatre', 'Comedy', 'Poetry', 'Literature', 'Adult']",137,Applause Books,1994,8439,96,3.17
Love in the Time of Cholera,,"Gabriel García Márquez, Edith Grossman (Translator)",3.92,English,"['Fiction', 'Classics', 'Historical Fiction', 'Romance', 'Magical Realism', 'Literature', 'Novels', 'Spanish Literature', 'Literary Fiction', 'Historical']",348,Vintage International,2003,412147,90,3.36
Shadow Kiss,Vampire Academy #3,Richelle Mead (Goodreads Author),4.35,English,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']",443,Razorbill,2008,325339,96,2.76
Insurgent,Divergent #2,Veronica Roth (Goodreads Author),4.02,English,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",525,HarperCollins Children's Books,2012,1168021,93,
The Thorn Birds,,Colleen McCullough,4.23,English,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Australia', 'Historical', 'Historical Romance', 'Novels', 'Drama', 'Adult']",692,Avon Books,2002,314471,95,
A Walk to Remember,,Nicholas Sparks (Goodreads Author),4.18,English,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Young Adult', 'Adult', 'Adult Fiction', 'Drama', 'Contemporary Romance', 'Love']",215,Grand Central Publishing,2000,673094,94,
How the Grinch Stole Christmas!,,Dr. Seuss,4.36,English,"['Childrens', 'Picture Books', 'Christmas', 'Classics', 'Fiction', 'Poetry', 'Holiday', 'Fantasy', 'Humor', 'Kids']",64,Harper Collins Children's Books,2004,330214,95,
The Ultimate Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy #0.5-5,Douglas Adams,4.36,English,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Comedy', 'Science Fiction Fantasy', 'Adventure', 'Novels', 'British Literature']",815,Del Rey Books,2002,287030,96,2.76
Atonement,,Ian McEwan,3.91,English,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Historical', 'War', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels']",351,Anchor Books,2003,439357,90,2.86
The Importance of Being Earnest,,Oscar Wilde,4.18,English,"['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', 'Literature', 'School', 'Comedy', 'Theatre', 'Romance']",76,Prestwick House,2005,302123,96,5.26
"Eat, Pray, Love",,Elizabeth Gilbert (Goodreads Author),3.57,English,"['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Chick Lit', 'Romance', 'Spirituality', 'Contemporary', 'Biography Memoir', 'Autobiography']",368,Riverhead Books,2007,1474731,81,2.86
Their Eyes Were Watching God,,Zora Neale Hurston,3.94,English,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'African American', 'Literature', 'Novels', 'Feminism', 'Read For School', 'High School']",219,Amistad,2006,265556,91,14.2
The Three Musketeers,The d'Artagnan Romances #1,Alexandre Dumas,4.07,English,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'France', 'Literature', 'Historical', 'French Literature', 'Classic Literature', 'Novels']",625,Modern Library,2001,273714,95,
The Wonderful Wizard of Oz,Oz #1,"L. Frank Baum, W.W. Denslow (Illustrator)",3.98,English,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Audiobook', 'Middle Grade', 'Magic', 'Literature']",154,Penguin,1995,369625,93,1.45
Frostbite,Vampire Academy #2,Richelle Mead (Goodreads Author),4.27,English,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']",327,Razorbill,2008,309408,96,
Goodnight Moon,Over the Moon #2,"Margaret Wise Brown, Clement Hurd (Illustrator)",4.28,English,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Kids', 'Animals', 'Juvenile', 'Young Adult', 'Storytime']",32,HarperCollins,2007,305442,94,5.69
The Lorax,,Dr. Seuss,4.34,English,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Environment', 'Young Adult', 'Kids', 'Juvenile']",72,Random House Books for Young Readers,1998,283383,95,41.26
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",,"Terry Pratchett, Neil Gaiman (Goodreads Author)",4.24,English,"['Fantasy', 'Fiction', 'Humor', 'Urban Fantasy', 'Comedy', 'Audiobook', 'Science Fiction Fantasy', 'Adult', 'Science Fiction', 'Supernatural']",491,William Morrow,2006,543224,95,
Blood Promise,Vampire Academy #4,Richelle Mead (Goodreads Author),4.32,English,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']",503,Razorbill,2009,276134,96,3.73
Tess of the D'Urbervilles,,"Thomas Hardy, Margaret R. Higonnet (Introduction), Maria Grazia Griffini (Translator), Tim Dolin (Notes)",3.8,English,"['Classics', 'Fiction', 'Romance', 'Literature', 'Historical Fiction', '19th Century', 'Victorian', 'Classic Literature', 'Novels', 'British Literature']",518,Penguin Classics,2003,238191,88,
The Good Earth,House of Earth #1,Pearl S. Buck,3.99,English,"['Classics', 'Fiction', 'Historical Fiction', 'China', 'Literature', 'Historical', 'Asia', 'Novels', 'School', 'Classic Literature']",418,Howard Publishing Co,2009,223200,92,5.27
Heart of Darkness,,"Joseph Conrad, Aníbal Fernandes (Translator)",3.43,English,"['Classics', 'Fiction', 'Literature', 'Africa', 'Historical Fiction', 'School', 'Novels', 'Read For School', 'Adventure', 'High School']",188,Green Integer,2003,414628,78,7.19
The Battle of the Labyrinth,Percy Jackson and the Olympians #4,Rick Riordan (Goodreads Author),4.39,English,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Magic']",361,Hyperion Books for Children,2008,741242,98,
A Midsummer Night's Dream,,"William Shakespeare, Paul Werstine (Editor), Barbara A. Mowat (Editor), Catherine Belsey (Contributor)",3.95,English,"['Classics', 'Plays', 'Fiction', 'Drama', 'Fantasy', 'School', 'Romance', 'Literature', 'Theatre', 'Poetry']",240,Simon & Schuster Paperbacks,2016,442719,93,3
Clockwork Princess,The Infernal Devices #3,Cassandra Clare (Goodreads Author),4.57,English,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Urban Fantasy', 'Angels', 'Fiction', 'Historical']",567,Walker Books Ltd,2013,337166,97,4
